group_id	path_symbol	rules	rule_raw_counts	directive_count	score	priority	target_slice	lifetime	protected_invariant	real_proof	rejected_alternative	approval	freeze_status
RUFF-SUP-077	backstitch/semantic_analysis.py::_run_semantic_analysis	C901	C901=1	1	36	P1	T6 cache and semantic execution	temporary	One run owner preserves preflight, cache/verification execution, exit choice, result-before-report publication, report rebuild, and output-error precedence.	Full tests/test_semantic_analysis.py, especially publication failure, partial output, cost, currentness, and verification cases	Phase helpers that pass the full local state or move publication/report validation order	pending owner	proposed
RUFF-SUP-078	backstitch/semantic_application.py::_prepare_current	C901	C901=1	1	15	P2	T6 cache and semantic execution	temporary	Provider-free preparation preserves snapshot, progress, admission, deterministic/alignment error priority, packet planning, and cold-budget checks.	Full tests/test_semantic_application.py provider-free preflight, budget, currentness, and deadline cases	A parallel preparation path or any extraction that makes provider work reachable	pending owner	proposed
RUFF-SUP-079	backstitch/semantic_cache.py::_analyze_config_problems	C901	C901=1	1	11	P3	retained at activation	permanent	One ordered analyzer preflight owns the closed cache, identity, timing, packet, and adapter constraints.	tests/test_semantic_cache.py invalid epoch, duplicate ID, cache eligibility, blank provider, and require-mode cases	One helper per check or a generic configuration framework	pending owner	proposed
RUFF-SUP-080	backstitch/semantic_cache.py::_drain_owned_cleanup_under_guard	C901	C901=1	1	12	P3	retained at activation	permanent	Lock-kind selection, unchanged-owner authority, best-effort cleanup, and primary-failure protection remain one guarded transaction.	tests/test_semantic_cache.py cleanup critical-section, ownership-loss, unchanged-token, and primary-failure cases	Per-lock-kind cleanup owners or cleanup errors displacing the primary failure	pending owner	proposed
RUFF-SUP-081	backstitch/semantic_cache.py::_validate_inference_contract_shape	C901	C901=1	1	13	P3	retained at activation	permanent	One closed inference-contract validator binds prompt, provider, request, cached identity completeness, and canonical form.	tests/test_semantic_cache.py unknown-field, malformed-identity, and corruption matrices	Generic schema validation or separate provider/request acceptance paths	pending owner	proposed
RUFF-SUP-082	backstitch/semantic_cache.py::analyze_with_cache	C901	C901=1	1	34	P1	T6 cache and semantic execution	temporary	Ordered cache-mode resolution stays in one owner while a named call owner contains adapter, deadline, reservation, accounting, and external errors.	Full tests/test_semantic_cache.py off/read-write/require, race, deadline, budget, corrupt-hit, and continuation cases	Splitting cache mutation/normalization order or trusting the earlier inspection pass	pending owner	proposed
RUFF-SUP-083	backstitch/semantic_cache.py::analyze_with_cache.call	C901	C901=1	1	15	P1	T6 cache and semantic execution	temporary	One analyzer-call owner preserves lazy adapter construction, global reservation/release, deadline, request bytes, and call counters.	tests/test_semantic_cache.py factory-deadline, call-budget, adapter/provider failure, and prompt-byte cases	A stateless callback or second counter/reservation owner	pending owner	proposed
RUFF-SUP-084	backstitch/semantic_cache.py::inspect_semantic_cache	C901	C901=1	1	17	P2	T6 cache and semantic execution	temporary	Inspection shares only pure preflight and identity freezing, then remains strictly read-only and independently revalidates untrusted hits.	tests/test_semantic_cache.py cache-inspection, off-mode no-stat, corrupt-hit, and require-miss cases	Sharing execution state, creating cache paths/guards, or treating inspection as authoritative for execution	pending owner	proposed
RUFF-SUP-085	backstitch/semantic_cache.py::inspect_verification_cache	C901	C901=1	1	17	P2	T6 cache and semantic execution	temporary	Verifier work and identity preflight can be shared while hit inspection remains read-only and side-effect free.	tests/test_semantic_verification.py read-only inspection and malformed-work cases	A shared path that constructs adapters, writes cache state, or translates errors differently from execution	pending owner	proposed
RUFF-SUP-086	backstitch/semantic_cache.py::load_semantic_baseline	C901	C901=1	1	14	P3	retained at activation	permanent	Immutable baseline, result object, inference contract, review identity, and envelope validation remain one no-fallback chain.	tests/test_semantic_cache.py absent-target, stale identity, corrupt target, and race cases	Partial loaders, fallback reads, or reordered artifact validation	pending owner	proposed
RUFF-SUP-087	backstitch/semantic_cache.py::prepare_evidence_stable_cache	C901	C901=1	1	27	P3	retained at activation	permanent	One context-manager owns lexical lease acquisition, second-read arbitration, exact fallback, yield lifetime, and reverse cleanup.	tests/test_semantic_cache.py lock-order, publication-race, carry-forward, deadline, and cleanup cases	Helpers that move lease arrays, selections, or active state across owners	pending owner	proposed
RUFF-SUP-088	backstitch/semantic_cache.py::verify_with_cache	C901	C901=1	1	39	P1	T6 cache and semantic execution	temporary	Ordered verifier cache modes remain one owner while a named call owner preserves deadline, reservation, prompt bytes, adapter, counters, and error translation.	Full tests/test_semantic_verification.py cache, single-flight, deadline, malformed-adapter, and work-preflight suites	Moving hit/miss correction, normalization, or item containment into a generic cache executor	pending owner	proposed
RUFF-SUP-089	backstitch/semantic_cache.py::verify_with_cache.call	C901	C901=1	1	11	P1	T6 cache and semantic execution	temporary	One verifier-call owner preserves lazy adapter construction, global reservation/release, frozen prompt identity, calls, and post-return deadline checks.	tests/test_semantic_verification.py budget, factory failure, request bytes, deadline-after-return, and replay cases	A stateless callback or duplicated reservation and adapter state	pending owner	proposed
RUFF-SUP-090	backstitch/semantic_eval.py::run_semantic_eval	C901	C901=1	1	20	P1	T7 eval, reports, and artifacts	temporary	One qualification-run owner preserves fixture/cache temporary lifetimes, cold-primary then zero-call replay, global budgets, authoritative revalidation, and atomic publication.	Full tests/test_semantic_eval.py, especially cold/replay, trials, budgets, overlaps, and publication	Phase helpers that outlive temporary roots, duplicate job identity, or reorder analyzer/verifier work	pending owner	proposed
RUFF-SUP-091	backstitch/semantic_eval_reports.py::_load_fixture_tree	C901	C901=1	1	14	P3	retained at activation	permanent	One filesystem trust boundary observes walk order, symlink status, regular bytes, modes, manifest equality, and digest from one tree.	tests/test_semantic_eval_reports_v3.py fixture load/materialization and validation-priority cases	Separate walker and manifest readers that can observe different filesystem states	pending owner	proposed
RUFF-SUP-092	backstitch/semantic_eval_reports.py::_metric_row_from_observed	C901	C901=1	1	22	P3	retained at activation	permanent	One metric owner shares exact slot populations across expected findings, predictions, stability, false positives, flips, critical cases, and confidence bounds.	tests/test_semantic_eval_reports_v3.py aggregate/by-code recomputation and authoritative observation cases	Generic metrics framework or helpers that duplicate finding-slot definitions	pending owner	proposed
RUFF-SUP-093	backstitch/semantic_eval_reports.py::_validate_analysis_attempt	C901	C901=1	1	11	P3	retained at activation	permanent	Attempt identity, primary/replay bytes, provenance, and cache-object hashes remain one artifact chain.	tests/test_semantic_eval_reports_v3.py local identity/cache and replay recomputation cases	Partial result or provenance loaders and reordered hash validation	pending owner	proposed
RUFF-SUP-094	backstitch/semantic_eval_reports.py::_validate_deterministic_config	C901	C901=1	1	15	P3	retained at activation	permanent	One closed deterministic-config contract preserves root containment and ordered unique policy fields.	tests/test_semantic_eval_reports_v3.py corpus manifest/config mutation cases	Generic config schema machinery or reordered first-error precedence	pending owner	proposed
RUFF-SUP-095	backstitch/semantic_eval_reports.py::_validate_event	C901	C901=1	1	18	P3	retained at activation	permanent	Claim reconstruction, primary/replay verifier results, aggregate context, and comparison signature remain one event contract.	tests/test_semantic_eval_reports_v3.py event/by-code and effective-epoch recomputation cases	Per-side validators that weaken cross-side byte identity or event ordering	pending owner	proposed
RUFF-SUP-096	backstitch/semantic_eval_reports.py::_validate_identity	C901	C901=1	1	15	P3	retained at activation	permanent	Analysis, verification, derivation, evaluation, and composition hashes form one paired report identity.	tests/test_semantic_eval_reports_v3.py identity/composition recomputation mutations	Independent analysis and verification validators that can accept a mismatched pair	pending owner	proposed
RUFF-SUP-097	backstitch/semantic_eval_reports.py::_validate_observed_facts	C901	C901=1	1	23	P3	retained at activation	permanent	Authoritative source facts own eligibility, gold membership, packet validation, and analyzer/verifier evidence rebinding.	tests/test_semantic_eval_reports_v3.py authoritative source-fact and metric cases	Report-derived gold, synthetic packet facts, or splitting evidence validation from eligibility	pending owner	proposed
RUFF-SUP-098	backstitch/semantic_eval_reports.py::_validate_operational	C901	C901=1	1	11	P3	retained at activation	permanent	Cold/replay lane counters and costs reconcile from one distinct-key population oracle.	tests/test_semantic_eval.py cold-primary/zero-call replay; tests/test_semantic_eval_reports_v3.py local recomputation	Per-counter helpers or report-claimed call populations	pending owner	proposed
RUFF-SUP-099	backstitch/semantic_eval_reports.py::validate_semantic_eval_report_consistency	C901	C901=1	1	22	P3	retained at activation	permanent	One report-local validator owns closed shape, attempt/event coverage and order, metrics, operational counts, and qualification.	Full tests/test_semantic_eval_reports_v3.py	Moving coverage/order checks into loaders that lack the complete report	pending owner	proposed
RUFF-SUP-100	backstitch/semantic_evidence.py::_shown_regions	C901	C901=1	1	20	P2	T8 alignment, CLI, evidence, and coverage	temporary	Schema-specific projection helpers must preserve exact model-visible region order, roles, spans, and omissions.	tests/test_semantic_evidence.py deduplicated, overlapping, and exact-region cases	A generic projection engine or helpers that change schema-specific evidence visibility	pending owner	proposed
RUFF-SUP-101	backstitch/semantic_evidence.py::normalize_model_result	C901	C901=1	1	13	P3	retained at activation	permanent	Closed response validation, vocabulary, confidence/rationale rules, evidence normalization, and invariant downgrade precedence remain one boundary.	Full tests/test_semantic_evidence.py, especially downgrade and forged-evidence cases	Separating downgrade from role validation or accepting partial responses	pending owner	proposed
RUFF-SUP-102	backstitch/semantic_evidence.py::required_evidence_roles	C901	C901=1	1	12	P3	retained at activation	permanent	The explicit kind/classification decision table is the audit surface for minimum evidence roles.	tests/test_semantic_evidence.py every-kind/classification role matrix	Opaque lookup indirection without an enumerable firing matrix	pending owner	proposed
RUFF-SUP-103	backstitch/semantic_policy.py::materialize_semantic_policy	C901	C901=1	1	12	P3	retained at activation	permanent	One matrix owner resolves every code/state cell with later-rule precedence, exact provenance, and failure-authority checks.	tests/test_semantic_policy.py exact-cell, selector precedence, and authority matrices	Generic rule engine or precomputed policy that obscures winning-rule provenance	pending owner	proposed
RUFF-SUP-104	backstitch/semantic_policy.py::project_semantic_results	C901	C901=1	1	13	P3	retained at activation	permanent	Finding-keyed verification composition, disposition use, diagnostic order, and debt projection remain one audit pass.	tests/test_semantic_policy.py transition, precedence, unknown-observation, debt, and unused-disposition cases	Separate diagnostic/debt loops or positional verifier composition	pending owner	proposed
RUFF-SUP-105	backstitch/semantic_reports.py::_analysis_report_source_state	C901	C901=1	1	21	P3	retained at activation	permanent	Top-level schema, scope, currentness, source, alignment, and counts validate before derived source state exists.	tests/test_semantic_reports.py source-shape first-error and current/historical scope matrices	Separate schema-version readers or constructing state before validation completes	pending owner	proposed
RUFF-SUP-106	backstitch/semantic_reports.py::_packet_report_issue_error	C901	C901=1	1	13	P3	retained at activation	permanent	Registry vocabulary, context/severity, occurrence ordinal, and deterministic issue identity recompute in one ordered pass.	tests/test_semantic_reports.py issue identity/order cases; tests/test_canonical_owners.py registry ownership	Trusting rendered issue fields or moving ordinal ownership outside the pass	pending owner	proposed
RUFF-SUP-107	backstitch/semantic_reports.py::_packet_report_source_shape	C901	C901=1	1	20	P3	retained at activation	permanent	Audit, deterministic issues, packet identity, kind counts, timestamp, and content digest reconcile in one source-report validator.	tests/test_semantic_reports.py derived-mismatch, issue-contract, canonical-output, and first-error cases	Digest validation before constituent contracts or a second content projection	pending owner	proposed
RUFF-SUP-108	backstitch/semantic_reports.py::_packet_report_source_state	C901	C901=1	1	21	P3	retained at activation	permanent	Schema, snapshot, derivation, readiness counts, and selection status validate before normalized packet-report state exists.	tests/test_semantic_reports.py packet source-shape first-error and derived-mismatch cases	Schema-specific parallel loaders or returning state before counts balance	pending owner	proposed
RUFF-SUP-109	backstitch/semantic_reports.py::_revalidate_result_jsonl	C901	C901=1	1	11	P3	retained at activation	permanent	Exact LF, JSON, canonical bytes, packet binding, semantic evidence, uniqueness, and packet order remain one JSONL boundary.	tests/test_semantic_reports.py exact result-JSONL mutations; tests/test_canonical_owners.py	Separating line parsing from packet-bound canonical revalidation	pending owner	proposed
RUFF-SUP-110	backstitch/semantic_reports.py::_validate_analysis_report_source_shape	C901	C901=1	1	34	P1	T7 eval, reports, and artifacts	temporary	Source-state errors precede semantic audit; diagnostics, debt, dispositions, problems, status, verification, and cache/kind counters remain population-consistent.	tests/test_semantic_reports.py first-error, debt subset/order, status, cache counters, and all-skipped cases	Helpers that duplicate report vocabulary, reorder validation, or split related populations	pending owner	proposed
RUFF-SUP-111	backstitch/semantic_reports.py::_validate_analysis_report_v1_shape	C901	C901=1	1	29	P3	retained at activation	permanent	One bounded legacy reader preserves its exact count, debt, diagnostic, problem, and status relationships.	tests/test_semantic_reports.py legacy round-trip and current-argument rejection cases	Routing legacy reports through current-schema normalization	pending owner	proposed
RUFF-SUP-112	backstitch/semantic_reports.py::_validate_analysis_report_v5_shape	C901	C901=1	1	23	P3	retained at activation	permanent	Selected inference, prompts, result sources/providers, reuse mode, and operational count shape remain one schema-5 contract.	tests/test_semantic_reports.py schema-5 operational oracle and authoritative-fact mutations	Normalization that obscures carried versus exact result selection	pending owner	proposed
RUFF-SUP-113	backstitch/semantic_reports.py::_validate_diagnostic	C901	C901=1	1	22	P3	retained at activation	permanent	Semantic identity, kind/classification, evidence, finding hash, policy provenance, and authority remain one diagnostic contract.	tests/test_semantic_reports.py cross-contract forgery, evidence span, finding hash, and policy cases	Independent hash/evidence/policy validators that can accept different rows	pending owner	proposed
RUFF-SUP-114	backstitch/semantic_reports.py::_validate_packet_report_audit	C901	C901=1	1	20	P3	retained at activation	permanent	Alignment vocabulary, identity grammar, skip/gate consistency, canonical order, and readiness counts share one audit population.	tests/test_semantic_reports.py audit-bucket and source-shape cases; suppression lifecycle probes	One handler per obligation kind or partial-row acceptance	pending owner	proposed
RUFF-SUP-115	backstitch/semantic_reports.py::_validate_packet_report_v1_shape	C901	C901=1	1	17	P3	retained at activation	permanent	One bounded legacy packet-report reader preserves exact identity, kind, count, warning, prompt, and packet relationships.	tests/test_semantic_reports.py schema-1 round-trip and closed/range/count cases	Current-schema normalization or relaxed legacy acceptance	pending owner	proposed
RUFF-SUP-116	backstitch/semantic_reports.py::_validate_problem_v3	C901	C901=1	1	17	P3	retained at activation	permanent	The explicit stage/code/details decision table is the closed problem contract.	tests/test_semantic_reports.py _PROBLEM_CASES firing matrix and closed-details mutations	Loose details schemas, generic dispatch, or untested stage/code pairs	pending owner	proposed
RUFF-SUP-117	backstitch/semantic_reports.py::_validate_qualification_details	C901	C901=1	1	24	P2	T7 eval, reports, and artifacts	temporary	Ordered helpers must preserve selector, derivation/qualification identity, provider, hash, and reason-dependent field contracts.	tests/test_semantic_analysis.py qualification modes; tests/test_semantic_reports.py problem-row contracts	A generic identity validator or any extraction that changes first-error order	pending owner	proposed
RUFF-SUP-118	backstitch/semantic_reports.py::_validate_v5_authoritative_facts	C901	C901=1	1	24	P3	retained at activation	permanent	Result objects, events, selected inference, review keys, provenance, selection mode, and provider grouping remain one authoritative chain.	tests/test_semantic_reports.py schema-5 authoritative-fact mutation matrix	Partial provenance loaders or provider grouping derived from report claims	pending owner	proposed
RUFF-SUP-119	backstitch/semantic_reports.py::_validate_verification	C901	C901=1	1	16	P3	retained at activation	permanent	Enabled/disabled shape, counters, event order, aggregate counts, and report status share one subsection population.	tests/test_semantic_reports.py enabled/disabled, failed-run, cache-off, and aggregate cases	Separate counter and event passes that can accept different populations	pending owner	proposed
RUFF-SUP-120	backstitch/semantic_reports.py::_validate_verification_contract	C901	C901=1	1	11	P3	retained at activation	permanent	Provider, request, prompt, epoch, and cost fields form one closed verifier identity contract.	tests/test_semantic_reports.py verification-contract relationship mutations	Independent field validators that do not recompute the paired contract	pending owner	proposed
RUFF-SUP-121	backstitch/semantic_reports.py::_validate_verification_event	C901	C901=1	1	18	P3	retained at activation	permanent	Claim hash, verifier packet hash, results, evidence, aggregate, and context remain one event contract.	tests/test_semantic_reports.py verification aggregate and evidence-rebinding cases	Per-result validation that loses claim or aggregate linkage	pending owner	proposed
RUFF-SUP-122	backstitch/semantic_reports.py::build_source_packet_report	C901	C901=1	1	15	P2	T7 eval, reports, and artifacts	temporary	Pure audit and issue-row builders may extract, but runtime admission, packet/snapshot/config binding, self-hash, and final byte ceiling remain here.	tests/test_semantic_reports.py build/recompute cases; tests/test_analysis_packets.py source packet generation	Moving publication admission or byte ceiling into row builders, or changing issue ordinal/order	pending owner	proposed
RUFF-SUP-123	backstitch/semantic_reports.py::validate_analysis_report	C901	C901=1	1	37	P1	T7 eval, reports, and artifacts	temporary	Closed shape validates first; paired packet report, exact results, schema-5 facts, diagnostics, verification, runtime authority, and final digests retain strict order.	Full tests/test_semantic_reports.py, especially first-error, cross-contract forgery, source pairing, v5 facts, and legacy rejection	Generic artifact framework, self-attestation, or moving validation phases across precedence boundaries	pending owner	proposed
RUFF-SUP-124	backstitch/semantic_reports.py::validate_packet_report	C901	C901=1	1	26	P2	T7 eval, reports, and artifacts	temporary	Current and legacy authoritative binders must preserve digest, bytes, packet parse, supplied packet comparison, version/kind, and prompt precedence.	tests/test_semantic_reports.py packet digest/byte/packet/version/kind/prompt mismatch suite	Fallback between schema families or validation helpers that reorder first failure	pending owner	proposed
RUFF-SUP-125	backstitch/semantic_verification.py::validate_verification_links	C901	C901=1	1	16	P3	retained at activation	permanent	Packet, claim, request, prompt identity, epochs, hashes, and verify key recompute as one complete provider-independent graph.	tests/test_semantic_verification.py claim/request/identity mutation and normalization cases	Partial validators, self-attesting hashes, or parallel claim/request identity paths	pending owner	proposed
RUFF-SUP-126	backstitch/settings.py::_assemble_settings	C901	C901=1	1	21	P1	T5 settings	temporary	Repository layers, provenance, command-scoped environment, CLI overlays, and final root containment retain one precedence chain.	tests/test_settings.py precedence/default-command/root-containment, tests/test_cli_config.py, and tests/test_config_parity.py.	A second resolver or helpers that shuttle mutable raw and provenance state.	pending owner	proposed
RUFF-SUP-127	backstitch/settings.py::_expand_raw_paths	C901	C901=1	1	14	P1	T5 settings	temporary	Every path expands against its defining layer while coverage scopes, roots, verifier paths, symlink policy, duplicates, and containment retain their distinct contracts.	tests/test_settings.py anchoring/canonical-floor/extend cases and tests/test_semantic_settings.py verify-eval containment.	One generic path walker or any extraction that changes base directory, historical lexical behavior, or containment order.	pending owner	proposed
RUFF-SUP-128	backstitch/settings.py::_flatten_ratchet_policy_layer	C901	C901=1	1	15	P3	T9 P3 proof closure	permanent	One closed inventory owns every gate-affecting profile, coverage, diagnostics, and lint key while excluding presentation-only keys and canonicalizing floor scopes.	tests/test_settings.py::test_flatten_ratchet_policy_layer_has_exact_included_and_excluded_gate_keys enumerates every included and excluded gate key, floor-scope canonicalization, and exclude/extend behavior; tests/test_config_parity.py::test_equal_layers_produce_equal_nonoperational_settings proves source parity.	Reflection over all settings fields would silently admit presentation-only inputs.	pending owner	proposed
RUFF-SUP-129	backstitch/settings.py::_parse_analyze_settings	C901	C901=1	1	11	P3	T9 P3 proof closure	permanent	The explicit closed analyze descriptor, cache, budget, alias, cost, and cross-field contract remains beside final construction.	tests/test_semantic_settings.py every field/type/range, cache identity, cost input, packet bound, and alias cases.	Reflection or dataclass auto-loading would hide field and cross-field firing obligations.	pending owner	proposed
RUFF-SUP-130	backstitch/settings.py::_parse_request_constraints	C901	C901=1	1	19	P1	T5 settings	temporary	The closed four-field authored/normalized grammar preserves exact null-bearing output, accepted TOML shapes, duplicate checks, ranges, and first-error order.	tests/test_semantic_settings.py capability incompatibility, authored-shape, type, range, and duplicate cases.	A validation DSL or per-field path that changes normalized shape or validation order.	pending owner	proposed
RUFF-SUP-131	backstitch/settings.py::_parse_settings	C901	C901=1	1	20	P1	T5 settings	temporary	Unknown keys validate before typed parsing; one immutable BackstitchSettings construction preserves path anchoring and policy-origin cardinality.	Full tests/test_settings.py, tests/test_semantic_settings.py, tests/test_cli_config.py, and tests/test_config_parity.py.	A generic schema engine, alternate config path, or helper that reorders validation and final assembly.	pending owner	proposed
RUFF-SUP-132	backstitch/settings.py::_parse_structured_suppressions	C901	C901=1	1	15	P1	T5 settings	temporary	Ordered suppression rows preserve required keys, provenance, path grammar, section/code canonicalization, and meta-versus-ignore constraints.	tests/test_settings.py documented parse, invalid shapes, required fields, hatch, and replace-across-extend cases.	A generic config-object loader or any helper that changes row order or canonicalization.	pending owner	proposed
RUFF-SUP-133	backstitch/settings.py::_parse_verify_settings	C901	C901=1	1	15	P2	T5 settings	temporary	Provider-source resolution, dormant disabled descriptors, inherited versus override ownership, epochs, cost provenance, and final construction remain all-or-nothing.	tests/test_semantic_settings.py disabled/activation, provider completeness, epochs, cost/cache, and eval cases.	Stop if dormant parsing, provider error order, or explicit-rate provenance moves.	pending owner	proposed
RUFF-SUP-134	backstitch/settings.py::_ratchet_policy_provenance	C901	C901=1	1	11	P3	T9 P3 proof closure	permanent	One effective-origin mirror preserves replacement, append, floor reset, and packaged empty-default semantics.	tests/test_settings.py coverage-policy provenance and ratchet trust plus tests/test_config_parity.py equality.	A generic provenance-event framework or a second merge implementation.	pending owner	proposed
RUFF-SUP-135	backstitch/settings.py::_select_analyze_model_descriptor	C901	C901=1	1	12	P2	T5 settings	temporary	Alias ownership, collision rejection, model precedence, and complete descriptor projection remain atomic.	tests/test_semantic_settings.py catalog/flat ownership, alias collision, CLI/environment precedence, and atomic-extend cases.	A generic model registry or any helper that permits partial descriptor inheritance.	pending owner	proposed
RUFF-SUP-136	backstitch/settings.py::_table_key_names	C901	C901=1	1	12	P1	T5 settings	temporary	One explicit immutable table-name to allowed-key map preserves the closed table vocabulary and empty unknown-table fallback.	tests/test_settings.py::test_table_key_names_is_the_exact_closed_table_map fires all eleven named table branches and the empty fallback for unknown, nested, case-drifted, and blank names.	Reflection from parser internals or a map that omits a table without failing.	pending owner	proposed
RUFF-SUP-137	backstitch/settings.py::_unknown_key_messages	C901	C901=1	1	28	P1	T5 settings	temporary	Top-level and nested unknown-key inventories preserve deterministic traversal, exact paths, the allow-unknown hatch, and first-message order.	tests/test_settings.py and tests/test_semantic_settings.py unknown-key, nested-child, and allow-unknown cases.	A loose recursive schema walker that changes known children, paths, or reporting order.	pending owner	proposed
RUFF-SUP-138	backstitch/settings.py::resolve_repository_config_from_blobs	C901	C901=1	1	13	P2	T5 settings	temporary	Historical config loading stays lexical, repository-contained, budgeted, filesystem-free, and behaviorally identical to current config loading.	tests/test_settings.py blob normalization/containment/parity and tests/test_config_parity.py.	Stop if extraction calls Path.resolve, reads the filesystem, changes error order, or creates current/historical divergence.	pending owner	proposed
RUFF-SUP-139	bin/check-dom15-fixtures::check	C901	C901=1	1	11	P3	T9 P3 proof closure	permanent	One enumerable fixture-table audit owns class grammar, cumulative coverage, negative facts, and subsume-cue validation.	bin/check-dom15-fixtures --self-test and the live DOM-15 gate with one mutation probe per declared rule.	A general Markdown policy engine or removal of a mutation probe.	pending owner	proposed
RUFF-SUP-140	bin/coalesce-check::main	C901	C901=1	1	14	P2	T9 tests, tools, and P3	temporary	Claim and cue classification preserves informational local-only/foreign states, fatal broken cues, remote checks, and both dated-H2 counts.	tests/test_coalesce_check.py::test_coalesce_check_reports_local_only_and_foreign_without_failing and ::test_coalesce_check_fails_for_unattributed_and_broken_retrieval_cues run the real script against a temporary Git repository and local bare origin, covering both dated-H2 forms without network access.	A generic evidence framework or extraction that turns informational states fatal or broken cues successful.	pending owner	proposed
RUFF-SUP-141	bin/release.py::main	C901	C901=1	1	15	P1	T9 tests, tools, and P3	temporary	Parsing, version and safety gates, dry-run parity, push then fresh-state recheck, and tag mutation retain one release order.	tests/test_release_script.py dirty/dry-run/real-rerun/publication/tag-fence cases.	A flag-heavy batch/single runner or extraction that moves push, fresh-state, tag, or dry-run order.	pending owner	proposed
RUFF-SUP-142	bin/release.py::plan_tag_action	C901	C901=1	1	11	P3	T9 P3 proof closure	permanent	The explicit fail-closed publication, local-tag, remote-tag, version-change, and retag decision table remains one audit surface.	tests/test_release_script.py plan-tag, published-version, refreshed-state, and conflict cases.	A generic rule engine or one helper per branch.	pending owner	proposed
RUFF-SUP-143	tests/live/test_live_llm.py::_CountingProxy.__enter__	C901	C901=1	1	32	P1	T9 tests, tools, and P3	temporary	One real loopback proxy lifecycle owns handler construction, server publication, thread startup, and teardown.	tests/test_live_llm_helpers.py body/schema/stream/SSE/error/prefix/cleanup cases plus the live contract.	Mocked HTTP, a parallel fake adapter, or a handler owner detached from proxy lifecycle.	pending owner	proposed
RUFF-SUP-144	tests/live/test_live_llm.py::_CountingProxy.__enter__.Handler._forward	C901	C901=1	1	16	P1	T9 tests, tools, and P3	temporary	Forwarded request bytes, once-per-packet recording, stream bridging, response-start state, short-read behavior, and 502 precedence stay local to the real handler.	tests/test_live_llm_helpers.py proxy transport and failure matrix plus the live contract.	Stop if extraction changes bytes, headers, status, close behavior, or creates a second forwarding path.	pending owner	proposed
RUFF-SUP-145	tests/live/test_live_llm.py::_exercise_live_llm_analysis_contract	C901	C901=1	1	11	P3	T9 P3 proof closure	permanent	One end-to-end packets, analyze, cache replay, check, and summary story preserves same-corpus causal assertions and row-level validation.	The live analysis contract plus helper-driven hermetic preflight and real transport tests.	Stage splitting that loses same-corpus causality or mocks the CLI, provider, or cache.	pending owner	proposed
RUFF-SUP-146	tests/semantic_eval/v3/generate_qualification_candidate.py::_arguments	C901	C901=1	1	23	P2	T9 tests, tools, and P3	temporary	Each qualification case owns its function arguments beside slug, bodies, labels, and control facts while generated identities remain reviewed.	tests/test_semantic_eval_corpus_v3.py rederivation, frozen identity, floors, controls, mutations, and generator no-write check.	Inferring arguments from source bodies or accepting unreviewed generated-byte and hash drift.	pending owner	proposed
RUFF-SUP-147	tests/test_architecture.py::_internal_imports	C901	C901=1	1	11	P3	T9 P3 proof closure	permanent	One static AST edge collector includes direct, relative, function-local, and TYPE_CHECKING imports so the conservative graph remains authoritative.	Focused local-edge and TYPE_CHECKING tests plus live DAG and ranked-layer gates.	Runtime import probing or a visitor abstraction that can hide local edges.	pending owner	proposed
RUFF-SUP-148	tests/test_architecture.py::_private_imports	C901	C901=1	1	14	P3	T9 P3 proof closure	permanent	One cross-rank private-import audit covers direct imports and module-attribute aliases using the same rank and alias state.	Module-attribute discovery test plus the live layer gate in tests/test_architecture.py.	Runtime reflection or separating alias collection from attribute scanning.	pending owner	proposed
RUFF-SUP-149	tests/test_architecture.py::_strongly_connected_components	C901	C901=1	1	12	P3	T9 P3 proof closure	permanent	The deterministic two-pass SCC algorithm retains its traversal order and local visited, finish, reverse, and assignment state.	Settings/snapshot separation and zero-live-SCC tests in tests/test_architecture.py.	A graph dependency or fragmented traversal helpers without a new graph contract.	pending owner	proposed
RUFF-SUP-150	tests/test_canonical_owners.py::_Inventory.visit_Call	C901	C901=1	1	13	P2	T9 tests, tools, and P3	temporary	JSON, prompt authority, SHA grammar, and newline call detectors share one visitor traversal, scope, imports, constants, and exactly one generic_visit.	Canonical-owner adversarial/evasion and closed-inventory suite in tests/test_canonical_owners.py.	Stop if detector extraction traverses twice, misses nested calls, or loses any mutation test.	pending owner	proposed
RUFF-SUP-151	tests/test_semantic_reports.py::test_analysis_report_source_shape_preserves_first_error_priority	C901	C901=1	1	11	P3	T9 P3 proof closure	permanent	Each matrix case installs two invalid facts and proves the source validator reports the first contractual error.	The parametrized first-error test plus canonical source-shape neighbors in tests/test_semantic_reports.py.	Single-error tests or dynamic mutation that no longer proves precedence.	pending owner	proposed
RUFF-SUP-152	tests/test_semantic_verification.py::test_every_provider_and_request_composition_field_invalidates_its_side	C901	C901=1	1	12	P3	T9 P3 proof closure	permanent	Every provider dataclass field and request field mutates one composition side while the other side remains byte-identical.	The exhaustive field test plus epoch, threshold, and aggregation composition neighbors.	Reflection that silently accepts a new field or separate tests that lose exact-side causality.	pending owner	proposed
RUFF-SUP-153	backstitch/doctor.py::_check_llm_import	F401	F401=1	1	n/a	P3	T9 P3 proof closure	permanent	The doctor intentionally imports llm to prove importability, then obtains the installed version through the package metadata owner.	tests/test_doctor.py import success, import failure containment, version reporting, and no-traceback cases.	Removing the probe import or adding a fake use would stop testing the dependency boundary.	pending owner	proposed
